City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
364,Coquimbo,CL,-29.95,-71.34,56.3,86,20,1.34,few clouds
365,Springbok,ZA,-29.66,17.89,57.96,18,0,9.08,clear sky
366,Chaska,US,44.79,-93.60,70.54,32,20,6.91,few clouds
367,Constitucion,CL,-35.33,-72.42,56.01,57,100,3.71,overcast clouds
368,Tiksi,RU,71.69,128.87,15.78,92,83,5.19,broken clouds
369,Guiratinga,BR,-16.35,-53.76,72.45,82,99,4.9,overcast clouds
370,Moyale,KE,3.52,39.06,62.76,93,100,3.87,overcast clouds
371,Priekule,LV,56.45,21.59,45.72,84,16,3.09,few clouds
372,Tenabo,MX,20.05,-90.23,82.4,52,0,6.02,clear sky
373,Pundaguitan,PH,6.37,126.17,81.54,79,31,8.14,scattered clouds
374,Zhaoyuan,CN,37.36,120.40,72.55,26,2,12.77,clear sky
375,Tambun,ID,-6.26,107.07,88.03,75,100,0.4,overcast clouds
376,Verkh-Usugli,RU,52.70,115.17,57.24,30,100,10.04,overcast clouds
377,Russas,BR,-4.94,-37.98,75.09,95,96,4.54,overcast clouds
378,Rondonopolis,BR,-16.47,-54.64,70.14,95,18,7.43,few clouds
379,Shirokiy,RU,49.76,129.52,47.03,35,56,13.8,broken clouds
380,Rio Grande,BR,-32.03,-52.10,50.95,73,5,11.43,clear sky
381,San Juan,AR,-31.54,-68.54,50.59,37,12,3.83,few clouds
382,Mehamn,NO,71.04,27.85,37.31,85,100,11.12,overcast clouds
383,Hay River,CA,60.82,-115.80,52.12,47,80,11.68,broken clouds
384,Deputatskiy,RU,69.30,139.90,20.37,94,100,16.93,light snow
385,Sahaswan,IN,28.08,78.75,91.69,12,96,4.97,overcast clouds
386,Antofagasta,CL,-23.65,-70.40,58.28,78,100,5.17,overcast clouds
387,Afsin,TR,38.25,36.91,49.42,85,99,2.06,overcast clouds
388,Sistranda,NO,63.73,8.83,40.96,58,100,10.51,overcast clouds
389,Ratnagiri,IN,16.98,73.30,83.23,79,100,10.25,overcast clouds
390,North Platte,US,41.12,-100.77,71.98,30,0,8.01,clear sky
391,Kaka,TM,37.35,59.61,69.12,31,5,2.84,clear sky
392,Yurginskoye,RU,56.82,67.39,52.03,85,100,7.74,overcast clouds
393,Coihaique,CL,-45.58,-72.07,36.21,100,0,0.0,clear sky
394,Manado,ID,1.49,124.85,86.77,74,40,2.3,scattered clouds
395,Nipawin,CA,53.37,-104.00,48.49,57,7,11.16,clear sky
396,Marshalltown,US,42.05,-92.91,69.91,28,0,11.5,clear sky
397,Jardim,BR,-21.48,-56.14,61.95,95,1,6.22,clear sky
398,Ust-Kan,RU,50.93,84.76,50.52,83,100,2.59,overcast clouds
399,Taoudenni,ML,22.68,-3.98,88.95,6,78,15.3,broken clouds
400,Karwar,IN,14.80,74.13,81.61,83,100,10.4,overcast clouds
401,Qui Nhon,VN,13.77,109.23,83.14,78,100,2.86,overcast clouds
402,Belfort,FR,47.63,6.87,63.07,92,83,0.38,broken clouds
403,Ambilobe,MG,-13.20,49.05,68.04,87,6,2.95,clear sky
404,Varkkallai,IN,8.73,76.71,74.98,84,100,8.32,overcast clouds
405,Caravelas,BR,-17.71,-39.25,74.16,76,100,5.28,overcast clouds
406,Tabas,IR,33.60,56.92,69.69,18,0,2.15,clear sky
407,Glendive,US,47.11,-104.71,69.49,32,0,9.22,clear sky
408,Salmo,CA,49.20,-117.27,51.89,96,100,3.18,overcast clouds
409,Nalut,LY,30.33,10.85,72.14,19,78,7.58,broken clouds
410,Viedma,AR,-40.81,-63.00,52.27,74,100,19.01,overcast clouds
411,Jiuquan,CN,39.74,98.52,61.02,9,0,4.21,clear sky
412,Vila,PT,42.03,-8.16,49.69,89,100,6.35,overcast clouds
413,Kodinsk,RU,58.69,99.18,66.7,33,14,1.28,few clouds
414,Majene,ID,-3.54,118.97,83.71,75,86,3.02,moderate rain
415,Nabire,ID,-3.37,135.48,76.66,91,100,2.46,overcast clouds
416,Lano,NG,10.17,11.47,88.99,39,27,3.83,scattered clouds
417,Verkhnyaya Inta,RU,65.98,60.31,43.45,93,100,1.25,overcast clouds
418,Havre-Saint-Pierre,CA,50.23,-63.60,37.31,83,100,13.22,overcast clouds
419,Ust-Tsilma,RU,65.44,52.15,37.71,89,100,6.51,overcast clouds
420,Evensk,RU,61.95,159.23,39.88,87,100,12.21,overcast clouds
421,Ahuimanu,US,21.44,-157.84,80.31,67,75,11.5,broken clouds
422,Sicamous,CA,50.83,-118.99,53.19,96,100,2.84,overcast clouds
423,Yumen,CN,40.28,97.20,58.44,9,5,10.54,clear sky
424,Kozluk,TR,38.19,41.49,53.85,89,100,3.49,overcast clouds
425,Charyshskoye,RU,51.40,83.56,58.62,78,98,3.02,overcast clouds
426,Sao Filipe,CV,14.90,-24.50,75.34,75,100,8.12,overcast clouds
427,Ribeira Grande,PT,38.52,-28.70,58.66,80,13,41.94,few clouds
428,Artigas,UY,-30.40,-56.47,46.6,77,0,9.69,clear sky
429,Rabo De Peixe,PT,37.80,-25.58,64.27,90,75,32.21,broken clouds
430,Port-Cartier,CA,50.03,-66.87,42.75,85,100,12.53,overcast clouds
431,Vardo,NO,70.37,31.11,37.38,75,100,9.22,overcast clouds
432,Maturin,VE,9.75,-63.18,75.49,92,45,5.84,scattered clouds
433,Cabangan,PH,15.16,120.06,86.0,71,100,4.32,overcast clouds
434,Itarema,BR,-2.92,-39.92,76.69,91,82,9.62,broken clouds
435,Karratha,AU,-20.74,116.85,78.31,30,9,18.9,clear sky
436,Sidi Ali,DZ,36.10,0.42,64.18,79,18,5.95,few clouds
437,Chapais,CA,49.78,-74.85,58.14,93,100,6.89,overcast clouds
438,Katsuura,JP,35.13,140.30,59.88,95,100,4.9,light rain
439,Bayeux,BR,-7.12,-34.93,77.63,100,75,4.61,broken clouds
440,Gadung,PH,6.80,124.02,83.48,69,50,1.43,scattered clouds
441,Atasu,KZ,48.68,71.64,59.85,52,100,7.18,overcast clouds
442,Komsomolskiy,UZ,40.43,71.72,59.72,82,1,0.0,clear sky
443,Krasnovishersk,RU,60.41,57.08,45.12,91,100,3.67,overcast clouds
444,Sinnamary,GF,5.38,-52.95,78.21,92,100,9.53,moderate rain
445,Aasiaat,GL,68.71,-52.87,17.49,91,12,4.47,few clouds
446,Egvekinot,RU,66.32,-179.17,28.54,85,100,1.36,overcast clouds
447,Vigrestad,NO,58.57,5.70,47.88,86,12,8.5,few clouds
448,Anahuac,MX,27.23,-100.15,95.52,21,0,14.99,clear sky
449,Harlingen,US,26.19,-97.70,84.29,48,0,17.27,clear sky
450,Savonlinna,FI,61.87,28.88,42.85,93,100,12.66,shower rain
451,La Brea,HN,15.80,-85.97,75.94,87,8,3.13,clear sky
452,Cooma,AU,-36.23,149.13,58.68,47,0,11.97,clear sky
453,Inongo,CD,-1.95,18.27,71.85,86,41,0.69,light rain
454,Lorengau,PG,-2.02,147.27,84.6,62,100,4.43,overcast clouds
455,Olafsvik,IS,64.89,-23.71,47.16,92,100,14.7,overcast clouds
456,Beringovskiy,RU,63.05,179.32,35.96,86,95,5.12,overcast clouds
457,Sinnar,SD,13.57,33.57,83.62,55,62,17.6,broken clouds
458,Hami,CN,42.80,93.45,69.8,6,98,11.79,overcast clouds
459,Balkanabat,TM,39.51,54.37,69.44,43,100,2.98,overcast clouds
460,Tautira,PF,-17.73,-149.15,81.25,72,100,14.41,light rain
461,Calama,CL,-22.47,-68.93,46.89,21,0,4.61,clear sky
462,Walla Walla,US,46.06,-118.34,66.42,86,100,11.5,overcast clouds
463,Los Alamos,US,35.89,-106.31,80.04,5,0,13.8,clear sky
464,Pyinmana,MM,19.73,96.22,84.47,68,94,6.11,overcast clouds
465,Sao Joao Do Piaui,BR,-8.36,-42.25,77.74,64,100,3.69,overcast clouds
466,Cordoba,AR,-31.41,-64.18,50.18,84,0,5.75,clear sky
467,Mana,GF,5.66,-53.78,78.01,92,100,8.1,light rain
468,Ust-Kuyga,RU,70.02,135.60,22.05,82,100,5.59,overcast clouds
469,Mogocha,RU,53.73,119.77,54.91,37,100,11.99,overcast clouds
470,Lima,PE,-12.04,-77.03,65.89,75,0,9.22,clear sky
471,Pangody,RU,65.85,74.49,44.46,80,100,6.76,overcast clouds
472,Eyrarbakki,IS,63.86,-21.15,47.21,95,100,9.98,overcast clouds
473,South Lake Tahoe,US,38.93,-119.98,71.26,41,0,8.01,clear sky
474,Srivardhan,IN,18.03,73.02,82.8,78,100,7.47,overcast clouds
475,Whitianga,NZ,-36.83,175.70,65.48,91,100,10.27,light rain
476,Talaya,RU,61.38,152.75,41.11,77,100,15.93,overcast clouds
477,Marquette,US,46.53,-87.63,60.24,70,74,5.1,broken clouds
478,Gigmoto,PH,13.78,124.39,85.12,71,100,9.66,overcast clouds
479,Sept-Iles,CA,50.20,-66.38,43.05,73,100,15.99,overcast clouds
480,Kiruna,SE,67.86,20.23,32.92,75,75,13.8,broken clouds
481,San Miguelito,PA,9.03,-79.50,80.55,90,75,5.75,broken clouds
482,Karasjok,NO,69.47,25.51,33.87,100,100,9.13,light snow
483,Acapulco,MX,16.86,-99.89,84.02,65,40,10.36,scattered clouds
484,Teya,RU,60.38,92.63,58.68,67,100,4.27,overcast clouds
485,Palauig,PH,15.44,119.90,85.84,70,97,5.39,overcast clouds
486,Pangoa,PE,-12.12,-73.00,68.79,98,100,1.86,overcast clouds
487,Bethel,US,41.37,-73.41,68.32,84,67,4.97,broken clouds
488,Bet Shemesh,IL,31.75,34.99,63.57,71,27,1.14,scattered clouds
489,Nong Bua,TH,15.86,100.59,87.89,69,63,5.95,broken clouds
490,Cumberland,US,35.05,-78.87,79.3,65,0,4.61,clear sky
491,Sandy Bay,AU,-42.91,147.35,53.49,76,40,18.41,scattered clouds
492,Inhuma,BR,-6.67,-41.71,75.34,68,100,3.65,overcast clouds
493,Khandbari,NP,27.37,87.20,73.69,74,78,1.16,broken clouds
494,Naze,JP,28.37,129.48,61.72,86,100,11.77,light rain
495,Lufilufi,WS,-13.87,-171.60,79.79,82,97,16.28,light rain
496,Russkaya Polyana,UA,49.42,31.92,45.97,89,8,7.11,clear sky
497,Nova Russas,BR,-4.71,-40.56,73.69,82,100,2.04,overcast clouds
498,Celestun,MX,20.87,-90.40,78.08,69,0,15.14,clear sky
499,Nacozari,MX,25.34,-108.26,87.12,44,60,9.44,broken clouds
500,Vaitape,PF,-16.52,-151.75,80.46,72,23,7.85,few clouds
501,Pokhara,NP,28.23,83.98,76.71,55,22,0.58,few clouds
502,Maceio,BR,-9.67,-35.74,74.64,94,40,2.3,scattered clouds
503,Rudnogorsk,RU,57.26,103.75,64.87,30,1,1.01,clear sky
504,Ilhabela,BR,-23.78,-45.36,70.9,87,24,5.41,few clouds
505,Buchanan,LR,5.88,-10.05,79.59,87,100,7.81,overcast clouds
506,Inta,RU,66.03,60.17,43.77,92,100,1.07,overcast clouds
507,Coffs Harbour,AU,-30.30,153.13,73.13,88,75,5.75,light intensity shower rain
508,Ossora,RU,59.24,163.07,33.85,99,100,8.43,overcast clouds
509,Nimes,FR,43.83,4.35,63.01,67,0,6.91,clear sky
510,Afyonkarahisar,TR,38.75,30.67,50.13,82,0,2.53,clear sky
511,Deloraine,AU,-41.53,146.67,53.35,74,39,5.01,scattered clouds
512,Stokmarknes,NO,68.56,14.91,35.58,87,75,6.91,broken clouds
513,Molteno,ZA,-31.40,26.36,47.41,36,0,4.72,clear sky
514,Morro Bay,US,35.37,-120.85,86.88,56,21,7.0,few clouds
515,Nirmali,IN,26.32,86.58,82.96,75,19,14.99,few clouds
516,Gweta,BW,-20.18,25.23,63.34,52,2,9.22,clear sky
517,Lokosovo,RU,61.13,74.82,54.34,69,95,7.38,overcast clouds
518,Broome,US,42.25,-75.83,67.66,86,20,4.61,few clouds
519,Bontang,ID,0.13,117.50,80.92,80,100,4.7,overcast clouds
520,Touros,BR,-5.20,-35.46,77.25,89,79,8.1,broken clouds
521,Visby,SE,57.64,18.30,48.81,81,19,5.75,few clouds
522,Bulgan,MN,48.81,103.53,60.44,22,9,3.29,clear sky
523,Codrington,AU,-38.27,141.97,55.17,68,95,14.47,overcast clouds
524,Chase,CA,50.82,-119.69,57.15,95,100,3.53,overcast clouds
525,Ngunguru,NZ,-35.62,174.50,71.1,64,0,9.8,clear sky
526,Hanna,CA,51.63,-111.90,66.85,19,86,6.4,overcast clouds
527,Cumbum,IN,9.73,77.30,75.24,90,100,6.26,overcast clouds
528,Puerto Penasco,MX,31.32,-113.53,79.92,72,0,4.0,clear sky
529,Itainopolis,BR,-7.45,-41.48,78.3,62,100,3.74,overcast clouds
530,Kunming,CN,25.04,102.72,51.87,86,100,5.03,overcast clouds
531,Manicore,BR,-5.81,-61.30,75.47,98,100,2.48,light rain
532,Katherine,AU,-14.47,132.27,84.52,39,0,5.75,clear sky
533,Sola,VU,-13.88,167.55,80.74,71,100,15.79,overcast clouds
534,Dayong,CN,25.02,118.29,60.46,91,100,2.48,overcast clouds
535,Puerto Madero,MX,14.72,-92.42,86.2,74,75,4.61,broken clouds
536,Pedreira,BR,-22.74,-46.90,66.87,98,84,2.86,broken clouds
537,Belmonte,BR,-15.86,-38.88,75.33,84,100,5.19,overcast clouds
538,Dalbandin,PK,28.89,64.41,70.74,23,0,6.49,clear sky
539,Yerbogachen,RU,61.28,108.01,58.3,49,61,6.08,broken clouds
540,Isperih,BG,43.72,26.83,55.67,93,17,4.7,few clouds
541,Tombouctou,ML,20.00,-3.00,80.73,10,100,2.53,overcast clouds
542,Conceicao Do Araguaia,BR,-8.26,-49.26,75.09,91,100,2.62,overcast clouds
543,Kirovsk,UA,48.64,38.64,45.77,92,7,9.15,clear sky
544,Bojnurd,IR,37.47,57.33,61.59,36,0,5.44,clear sky
545,Alfeld,DE,51.98,9.82,55.53,89,9,3.36,clear sky
546,Urumqi,CN,43.80,87.60,59.95,63,75,8.95,broken clouds
547,Bari,IT,41.12,16.85,70.25,94,0,4.61,clear sky
548,Calvia,ES,39.57,2.51,68.07,47,93,5.57,overcast clouds
549,Asau,RO,46.43,26.40,54.52,97,87,1.79,overcast clouds
550,Tazovskiy,RU,67.47,78.70,39.56,98,100,4.99,overcast clouds
551,Saint-Louis,SN,16.33,-15.00,91.96,11,53,8.25,broken clouds
552,Litovko,RU,49.24,135.17,55.96,33,9,12.35,clear sky
553,Tromso,NO,69.65,18.96,35.62,80,100,12.66,light snow
554,Berdigestyakh,RU,62.10,126.70,37.35,60,69,7.61,broken clouds
555,Zhezkazgan,KZ,47.80,67.71,53.58,66,0,6.71,clear sky
556,Kailua,US,21.40,-157.74,80.58,68,75,11.5,broken clouds
557,Hun,LY,29.13,15.95,72.05,20,0,6.78,clear sky
558,Stornoway,GB,58.21,-6.39,51.93,83,100,11.5,overcast clouds
559,Tres Arroyos,AR,-38.37,-60.28,50.83,79,100,19.35,overcast clouds
560,Sembakung,ID,3.82,117.25,78.64,91,100,2.57,overcast clouds
561,Colac,AU,-38.33,143.58,54.18,82,100,10.38,overcast clouds
562,Marietta,US,33.95,-84.55,76.89,73,40,5.75,thunderstorm
563,Byron Bay,AU,-28.65,153.62,78.71,78,9,4.94,clear sky
564,Ankazoabo,MG,-22.28,44.52,62.15,62,0,5.82,clear sky
565,Cabedelo,BR,-6.98,-34.83,77.67,86,98,7.63,overcast clouds
566,Inirida,CO,3.87,-67.92,75.58,94,100,0.43,overcast clouds
567,Kholodnyy,RU,62.72,147.95,36.39,84,100,4.29,overcast clouds
568,Cabra,ES,37.47,-4.44,57.52,82,100,3.13,overcast clouds
569,Solwezi,ZM,-12.17,26.39,49.64,75,0,3.94,clear sky
570,Chipata,ZM,-13.63,32.65,54.54,81,0,5.61,clear sky
571,Hluti,SZ,-27.22,31.62,57.54,95,9,2.3,clear sky
572,Sorong,ID,-0.88,131.25,83.44,71,96,7.05,overcast clouds
573,Vegreville,CA,53.50,-112.05,61.93,31,98,5.82,overcast clouds
574,Nelson Bay,AU,-32.72,152.15,73.0,62,0,1.99,clear sky
575,Biak,ID,-0.91,122.88,82.74,73,38,1.66,scattered clouds
576,La Macarena,CO,2.18,-73.78,73.24,99,100,2.28,overcast clouds
577,Seydi,TM,39.48,62.91,72.43,33,14,6.44,few clouds
578,Fairbanks,US,64.84,-147.72,52.3,49,75,10.36,broken clouds
579,Amarante Do Maranhao,BR,-5.57,-46.74,73.24,94,100,2.93,light rain
580,Jacareacanga,BR,-6.22,-57.75,74.32,99,100,2.01,moderate rain
581,Samana,DO,19.21,-69.34,77.09,84,98,8.57,overcast clouds
582,Ilulissat,GL,69.22,-51.10,19.42,63,27,0.0,scattered clouds
583,Clonakilty,IE,51.62,-8.87,55.09,98,100,14.97,overcast clouds
584,Antsohihy,MG,-14.88,47.99,66.07,78,1,5.53,clear sky
585,Tuy Hoa,VN,13.08,109.30,81.88,80,100,5.75,overcast clouds
586,Liverpool,GB,53.41,-2.98,58.14,93,20,14.97,few clouds
587,Along,IN,28.17,94.77,72.3,99,100,0.85,heavy intensity rain
588,Crib Point,AU,-38.35,145.20,61.25,77,100,19.89,overcast clouds
589,Trairi,BR,-3.28,-39.27,76.96,91,100,7.29,overcast clouds
590,Coihueco,CL,-36.62,-71.83,45.34,93,100,4.61,overcast clouds
591,Soligalich,RU,59.08,42.29,43.9,99,100,4.21,light rain
592,Parabel,RU,58.70,81.48,56.98,70,57,7.76,broken clouds
593,Mildura,AU,-34.20,142.15,64.08,69,5,15.23,clear sky
594,Sitka,US,57.05,-135.33,53.49,50,20,12.66,few clouds
595,Lompoc,US,34.64,-120.46,79.57,87,100,13.8,overcast clouds
596,Halifax,CA,44.65,-63.57,47.7,94,100,5.99,overcast clouds
597,Ipixuna,BR,-1.76,-48.80,75.11,94,100,2.68,overcast clouds
598,Grindavik,IS,63.84,-22.43,48.67,100,100,25.32,overcast clouds
599,Ures,MX,29.43,-110.40,95.22,8,100,14.03,overcast clouds
600,Flin Flon,CA,54.77,-101.86,35.2,95,100,9.75,light snow
601,Auki,SB,-8.77,160.70,85.3,67,25,5.12,scattered clouds
602,Barra Do Garcas,BR,-15.89,-52.26,75.85,57,17,0.34,few clouds
603,Qaqortoq,GL,60.72,-46.03,31.19,75,55,2.04,broken clouds
604,Esperance,AU,-33.87,121.90,53.44,74,100,4.47,overcast clouds
605,Severnoye,RU,56.35,78.36,59.88,56,93,7.78,overcast clouds
606,Irbeyskoye,RU,55.64,95.45,65.89,54,100,11.81,overcast clouds
607,Albury,AU,-36.08,146.92,61.32,100,14,5.99,few clouds
608,Altstatten,CH,47.38,9.55,65.25,57,100,2.3,overcast clouds
609,Black Diamond,US,47.31,-122.00,59.59,84,100,4.0,overcast clouds
610,Chernyshkovskiy,RU,48.42,42.23,50.99,83,7,8.48,clear sky
611,Kalmunai,LK,7.42,81.82,79.74,77,19,5.77,few clouds
612,Olinda,BR,-8.01,-34.86,78.53,89,75,2.3,broken clouds
613,Aromashevo,RU,56.86,68.64,54.16,85,100,5.77,overcast clouds
614,Kushima,JP,31.46,131.23,58.59,91,100,1.07,light rain
615,Dindigul,IN,10.35,77.95,78.17,80,100,3.53,overcast clouds
616,Kavaratti,IN,10.57,72.64,79.92,84,100,14.58,overcast clouds
617,Kaseda,JP,31.42,130.32,62.73,76,100,4.07,overcast clouds
618,Miri,MY,4.41,114.01,81.46,88,12,4.12,few clouds
619,Ferme-Neuve,CA,46.70,-75.45,60.67,97,100,2.82,overcast clouds
620,Hermosillo,MX,29.07,-110.97,100.31,10,75,10.36,broken clouds
621,Tevaitoa,PF,-16.78,-151.50,80.44,72,20,8.95,few clouds
622,Medea,DZ,36.26,2.75,65.12,59,26,2.48,scattered clouds
623,Xingcheng,CN,40.62,120.72,67.64,34,53,9.15,broken clouds
624,Kigorobya,UG,1.62,31.31,65.57,86,83,4.7,broken clouds
625,De Aar,ZA,-30.65,24.01,52.72,30,0,4.97,clear sky
626,Kanigoro,ID,-8.13,112.22,80.74,74,30,4.63,light rain
627,Yantal,RU,56.85,105.25,65.35,30,69,1.19,broken clouds
628,Awallan,PH,17.92,121.91,86.72,71,83,3.04,broken clouds
629,La Ronge,CA,55.10,-105.28,44.22,58,100,7.34,overcast clouds
630,Kaifeng,CN,34.79,114.35,77.7,17,0,15.46,clear sky
631,Petropavlovsk-Kamchatskiy,RU,53.05,158.65,37.99,93,100,13.42,moderate rain
632,Ammon,US,43.47,-111.97,75.81,29,0,6.91,clear sky
633,Saint-Georges,GD,12.06,-61.75,78.48,89,40,17.27,scattered clouds
634,Hammel,DK,56.26,9.86,45.9,88,100,1.5,overcast clouds
635,Zonalnaya Stantsiya,RU,56.43,85.02,59.11,82,0,8.95,clear sky
636,Grand-Lahou,CI,5.14,-5.02,79.7,86,98,6.58,overcast clouds
637,Jiexiu,CN,37.02,111.91,65.26,19,0,11.14,clear sky
638,Key Largo,US,25.09,-80.45,81.0,68,0,9.98,clear sky
639,Maragogi,BR,-9.01,-35.22,77.67,84,98,3.31,overcast clouds
640,Neuquen,AR,-38.95,-68.06,37.29,75,0,0.0,clear sky
641,Kafanchan,NG,9.58,8.30,72.3,81,21,1.68,few clouds
642,Palmer,US,42.16,-72.33,69.62,80,100,10.36,light rain
643,Vila Franca Do Campo,PT,37.72,-25.43,65.19,87,61,30.51,broken clouds
644,Tandur,IN,17.23,77.58,86.85,52,81,8.7,broken clouds
645,Islamkot,PK,24.70,70.18,79.41,77,0,19.62,clear sky
646,Loughrea,IE,53.20,-8.57,53.55,98,100,9.55,light rain
647,Kindu,CD,-2.95,25.95,69.06,95,6,1.83,light rain
648,Pleasanton,US,37.66,-121.87,78.08,69,0,11.5,clear sky
649,Mbumi,TZ,-7.91,39.21,69.58,96,2,2.91,clear sky
650,Concarneau,FR,47.88,-3.92,62.82,89,100,11.56,overcast clouds
651,Kirakira,SB,-10.45,161.92,83.53,75,26,2.44,scattered clouds
652,Cape Coast,GH,5.11,-1.25,80.22,85,81,4.94,broken clouds
653,Stony Plain,CA,53.53,-114.00,66.51,25,29,1.01,scattered clouds
654,Karasburg,NA,-28.02,18.75,60.62,23,0,11.79,clear sky
655,Bereznik,RU,62.86,42.71,43.99,97,32,5.06,scattered clouds
656,Phultala,BD,22.70,89.52,85.53,79,93,15.12,overcast clouds
657,Victoria Point,AU,-27.58,153.30,80.44,90,2,1.01,clear sky
658,Santiago Del Estero,AR,-27.80,-64.26,56.59,45,100,5.35,overcast clouds
659,Tokmak,UA,47.25,35.71,50.65,87,7,7.61,clear sky
660,Bela Vista,BR,-22.11,-56.52,60.6,88,0,6.24,clear sky
661,Macusani,PE,-14.08,-70.43,35.4,92,75,4.81,broken clouds
662,Labuan,MY,5.28,115.24,82.09,79,26,4.18,scattered clouds
663,Okato,NZ,-39.20,173.88,67.51,96,99,10.92,light rain
664,Mitsamiouli,KM,-11.38,43.28,79.43,69,6,6.08,clear sky
665,Nawashahr,IN,31.12,76.13,88.81,10,68,9.71,broken clouds
666,Dukat,RU,62.55,155.55,33.78,98,100,6.26,overcast clouds
667,Tezu,IN,27.92,96.17,70.83,98,100,5.17,light rain
668,Iskele,TR,39.48,26.93,57.29,88,0,1.14,clear sky
669,Sakaiminato,JP,35.55,133.23,61.77,64,100,2.48,overcast clouds
670,Karpathos,GR,35.51,27.21,66.16,77,0,17.27,clear sky
671,Christchurch,NZ,-43.53,172.63,57.9,94,75,12.66,broken clouds
672,Pozo Colorado,PY,-23.49,-58.80,59.63,72,0,7.36,clear sky
673,Nova Vodolaha,UA,49.72,35.87,45.05,94,14,10.13,few clouds
674,Saint Simons,US,31.14,-81.39,75.24,83,0,5.75,clear sky
675,Sayyan,YE,15.17,44.32,57.54,19,0,4.03,clear sky
676,Svetlyy,RU,54.67,20.13,35.65,82,13,0.78,few clouds
677,Elko,US,41.00,-115.50,77.02,38,100,29.59,overcast clouds
678,Matveyev Kurgan,RU,47.56,38.87,50.14,86,9,8.5,clear sky
679,Juegang,CN,32.32,121.19,72.95,50,2,10.65,clear sky
680,Margate,GB,51.38,1.39,60.69,83,100,1.01,overcast clouds
681,Mbekenyera,TZ,-10.00,38.98,67.26,85,10,5.73,clear sky
682,Sekoma,BW,-24.40,23.88,60.67,51,29,12.12,scattered clouds
683,Young,UY,-32.68,-57.63,43.83,53,0,7.78,clear sky
684,Dali,CN,25.70,100.18,55.8,95,100,4.68,overcast clouds
685,Prieska,ZA,-29.66,22.75,54.84,28,0,4.32,clear sky
686,Adwa,ET,14.16,38.90,64.53,22,0,3.0,clear sky
687,Newport,GB,51.59,-3.00,59.63,89,100,5.23,overcast clouds
688,Montrose,US,38.42,-108.27,74.61,17,60,6.24,broken clouds
689,Bay Roberts,CA,47.60,-53.26,34.05,80,55,3.0,broken clouds
690,Shimoda,JP,34.67,138.95,61.16,93,100,9.53,light rain
691,Saint-Gaudens,FR,43.08,0.67,58.03,86,100,3.38,overcast clouds
692,Simao,CN,22.79,100.97,67.3,86,100,1.03,overcast clouds
693,Makakilo City,US,21.35,-158.09,79.12,64,100,10.36,moderate rain
694,Carutapera,BR,-1.20,-46.02,76.62,95,100,6.02,overcast clouds
695,Vestmannaeyjar,IS,63.44,-20.27,48.61,93,100,19.64,overcast clouds
696,Abu Dhabi,AE,24.47,54.37,81.97,69,0,1.01,clear sky
697,Herzberg,DE,51.69,13.22,47.57,76,20,1.14,few clouds
698,Kerman,IR,30.28,57.08,48.06,27,0,0.0,clear sky
699,Eyl,SO,7.98,49.82,82.83,63,8,15.1,clear sky
700,Baiyin,CN,36.56,104.21,51.37,39,2,12.8,clear sky
701,Saint-Leu,RE,-21.15,55.28,69.31,73,0,12.08,clear sky
702,Namibe,AO,-15.20,12.15,71.15,62,8,7.94,clear sky
703,Port Moresby,PG,-9.44,147.18,81.82,72,37,5.01,scattered clouds
704,Pergamino,AR,-33.89,-60.57,49.91,65,5,7.0,clear sky
705,Rulenge,TZ,-2.72,30.63,62.56,93,97,1.41,light rain
706,Virginia Beach,US,36.85,-75.98,75.99,83,75,5.75,broken clouds
707,Seymour,US,38.96,-85.89,75.38,89,100,11.63,overcast clouds
708,Gorontalo,ID,0.54,123.06,84.2,80,100,1.25,overcast clouds
709,Grand Gaube,MU,-20.01,57.66,73.8,89,34,1.99,moderate rain
710,Aquiraz,BR,-3.90,-38.39,78.89,89,100,8.21,overcast clouds
711,Tholen,NL,51.53,4.22,65.1,77,20,4.61,few clouds
712,Hammerfest,NO,70.66,23.68,36.05,100,75,14.97,drizzle rain
713,Doka,SD,13.52,35.77,82.72,54,12,10.51,few clouds
714,Pandan,PH,14.05,124.17,85.48,66,100,6.67,overcast clouds
715,Puerto Leguizamo,CO,-0.19,-74.78,73.87,95,84,1.86,broken clouds
716,Praia,CV,14.92,-23.51,81.14,41,0,20.71,clear sky
717,Frontera,MX,26.93,-101.45,98.33,19,1,4.0,clear sky
718,Taksimo,RU,56.34,114.88,56.93,46,82,11.65,broken clouds
719,Kaohsiung,TW,22.62,120.31,75.15,87,75,4.61,broken clouds
720,Kijang,KR,35.24,129.21,69.53,31,100,2.28,overcast clouds
721,Vilhena,BR,-12.74,-60.15,72.52,80,20,3.56,few clouds
722,Kerema,PG,-7.96,145.78,81.9,75,78,5.1,broken clouds
723,Canutama,BR,-6.53,-64.38,75.2,97,78,1.03,broken clouds
724,Quartz Hill,US,34.65,-118.22,85.05,21,0,21.85,clear sky
725,Paita,PE,-5.09,-81.11,67.15,79,68,15.9,broken clouds
726,Fort Frances,CA,48.60,-93.40,54.16,58,100,11.5,overcast clouds
727,Yinchuan,CN,38.47,106.27,64.8,7,0,8.95,clear sky
728,Loiza,PR,18.43,-65.88,80.08,81,40,10.36,scattered clouds
729,Cabo Rojo,PR,18.09,-67.15,81.73,79,14,1.99,few clouds
